Accident_Chainage,Accident_LATITUDE,Accident_LONGITUDE,Equipment_Chainage,Equip_LATITUDE,Equip_LONGITUDE
26,78.2679500135001,17.5487500135001,25.85,78.2666,17.5474
26.1,78.2688500225002,17.5496500225002,25.85,78.2666,17.5474
26.5,78.2725799765998,17.5471099765998,26.76,78.27492,17.54945
26.5,78.2725799765998,17.5471099765998,26.76,78.27492,17.54945
26.5,78.2725799765998,17.5471099765998,26.76,78.27492,17.54945
26.5,78.2725799765998,17.5471099765998,26.76,78.27492,17.54945
26.5,78.2725799765998,17.5471099765998,26.76,78.27492,17.54945
26.76,78.27492,17.54945,26.76,78.27492,17.54945
26.8,78.2752800036,17.5498100036,26.76,78.27492,17.54945
26.85,78.2757300081001,17.5502600081001,26.76,78.27492,17.54945
26.9,78.2761800126001,17.5507100126001,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27,78.2770800216002,17.5516100216002,26.76,78.27492,17.54945
27.1,78.2779800306003,17.5525100306003,26.76,78.27492,17.54945
27.1,78.2779800306003,17.5525100306003,26.76,78.27492,17.54945
27.2,78.2788800396004,17.5534100396004,26.76,78.27492,17.54945
27.2,78.2788800396004,17.5534100396004,26.76,78.27492,17.54945
27.3,78.2799299684997,17.5476799684997,27.65,78.28308,17.55083
27.4,78.2808299774998,17.5485799774998,27.65,78.28308,17.55083
27.4,78.2808299774998,17.5485799774998,27.65,78.28308,17.55083
27.5,78.2817299864999,17.5494799864999,27.65,78.28308,17.55083
27.6,78.2826299955,17.5503799955,27.65,78.28308,17.55083
27.6,78.2826299955,17.5503799955,27.65,78.28308,17.55083
27.65,78.28308,17.55083,27.65,78.28308,17.55083
27.65,78.28308,17.55083,27.65,78.28308,17.55083
27.65,78.28308,17.55083,27.65,78.28308,17.55083
27.95,78.2857800270003,17.5535300270003,27.65,78.28308,17.55083
28,78.2862300315003,17.5539800315003,27.65,78.28308,17.55083
28.3,78.2894199774998,17.5494699774998,28.55,78.29167,17.55172
28.5,78.2912199955,17.5512699955,28.55,78.29167,17.55172
28.5,78.2912199955,17.5512699955,28.55,78.29167,17.55172
28.55,78.29167,17.55172,28.55,78.29167,17.55172
28.55,78.29167,17.55172,28.55,78.29167,17.55172
29,78.2958599909999,17.5516999909999,29.1,78.29676,17.5526
29,78.2958599909999,17.5516999909999,29.1,78.29676,17.5526
29.1,78.29676,17.5526,29.1,78.29676,17.5526
29.6,78.3015000162002,17.5545600162002,29.42,78.29988,17.55294
30,78.3042899729997,17.5540399729997,30.3,78.30699,17.55674
30,78.3042899729997,17.5540399729997,30.3,78.30699,17.55674
30,78.3042899729997,17.5540399729997,30.3,78.30699,17.55674
30,78.3042899729997,17.5540399729997,30.3,78.30699,17.55674
30.2,78.3060899909999,17.5558399909999,30.3,78.30699,17.55674
30.2,78.3060899909999,17.5558399909999,30.3,78.30699,17.55674
30.3,78.30699,17.55674,30.3,78.30699,17.55674
30.3,78.30699,17.55674,30.3,78.30699,17.55674
30.3,78.30699,17.55674,30.3,78.30699,17.55674
30.5,78.3082299882999,17.5572699882999,30.63,78.3094,17.55844
30.5,78.3082299882999,17.5572699882999,30.63,78.3094,17.55844
30.5,78.3082299882999,17.5572699882999,30.63,78.3094,17.55844
30.55,78.3086799927999,17.5577199927999,30.63,78.3094,17.55844
30.65,78.3095800018,17.5586200018,30.63,78.3094,17.55844
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
30.7,78.31014,17.55811,30.7,78.31014,17.55811
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31,78.3130600189002,17.5601200189002,30.79,78.31117,17.55823
31.1,78.3139799801998,17.5558699801998,31.32,78.31596,17.55785
31.1,78.3139799801998,17.5558699801998,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.32,78.31596,17.55785,31.32,78.31596,17.55785
31.5,78.3176150112501,17.5584250112501,31.375,78.31649,17.5573
31.8,78.3206100090001,17.5578000090001,31.7,78.31971,17.5569
31.9,78.3215100180002,17.5587000180002,31.7,78.31971,17.5569
32,78.3224100270003,17.5596000270003,31.7,78.31971,17.5569
32,78.3224100270003,17.5596000270003,31.7,78.31971,17.5569
32,78.3224100270003,17.5596000270003,31.7,78.31971,17.5569
32,78.3224100270003,17.5596000270003,31.7,78.31971,17.5569
32.1,78.3233100360004,17.5605000360004,31.7,78.31971,17.5569
32.1,78.3233100360004,17.5605000360004,31.7,78.31971,17.5569
32.15,78.3237600405004,17.5609500405004,31.7,78.31971,17.5569
32.3,78.3249299639996,17.5561499639996,32.7,78.32853,17.55975
32.5,78.3267299819998,17.5579499819998,32.7,78.32853,17.55975
32.7,78.32853,17.55975,32.7,78.32853,17.55975
32.7,78.32853,17.55975,32.7,78.32853,17.55975
32.75,78.32985,17.56027,32.75,78.32985,17.56027
33,78.3321000225002,17.5625200225002,32.75,78.32985,17.56027
33,78.3321000225002,17.5625200225002,32.75,78.32985,17.56027
33,78.3321000225002,17.5625200225002,32.75,78.32985,17.56027
33,78.3321000225002,17.5625200225002,32.75,78.32985,17.56027
33.06,78.3326400279003,17.5630600279003,32.75,78.32985,17.56027
33.3,78.3340999639996,17.5580099639996,33.7,78.3377,17.56161
33.5,78.3358999819998,17.5598099819998,33.7,78.3377,17.56161
33.5,78.3358999819998,17.5598099819998,33.7,78.3377,17.56161
34,78.3404000270003,17.5643100270003,33.7,78.3377,17.56161
34,78.3404000270003,17.5643100270003,33.7,78.3377,17.56161
34,78.3404000270003,17.5643100270003,33.7,78.3377,17.56161
34,78.3404000270003,17.5643100270003,33.7,78.3377,17.56161
34.5,78.3451099819998,17.5599099819998,34.7,78.34691,17.56171
34.5,78.3451099819998,17.5599099819998,34.7,78.34691,17.56171
34.6,78.3460099909999,17.5608099909999,34.7,78.34691,17.56171
34.7,78.34691,17.56171,34.7,78.34691,17.56171
34.7,78.34691,17.56171,34.7,78.34691,17.56171
34.7,78.34691,17.56171,34.7,78.34691,17.56171
34.8,78.3478100090001,17.5626100090001,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35,78.3496100270003,17.5644100270003,34.7,78.34691,17.56171
35.2,78.3514100450005,17.5662100450005,34.7,78.34691,17.56171
35.2,78.3514100450005,17.5662100450005,34.7,78.34691,17.56171
35.2,78.3514100450005,17.5662100450005,34.7,78.34691,17.56171
35.3,78.3529399639996,17.5580899639996,35.7,78.35654,17.56169
35.4,78.3538399729997,17.5589899729997,35.7,78.35654,17.56169
35.6,78.3556399909999,17.5607899909999,35.7,78.35654,17.56169
36,78.3592400270003,17.5643900270003,35.7,78.35654,17.56169
36,78.3592400270003,17.5643900270003,35.7,78.35654,17.56169
36,78.3592400270003,17.5643900270003,35.7,78.35654,17.56169
36.25,78.3619299594996,17.5571999594996,36.7,78.36598,17.56125
36.4,78.3632799729997,17.5585499729997,36.7,78.36598,17.56125
36.5,78.3641799819998,17.5594499819998,36.7,78.36598,17.56125
36.5,78.3641799819998,17.5594499819998,36.7,78.36598,17.56125
36.5,78.3641799819998,17.5594499819998,36.7,78.36598,17.56125
36.65,78.3655299955,17.5607999955,36.7,78.36598,17.56125
36.7,78.36598,17.56125,36.7,78.36598,17.56125
36.7,78.36598,17.56125,36.7,78.36598,17.56125
36.7,78.36598,17.56125,36.7,78.36598,17.56125
36.85,78.3673300135001,17.5626000135001,36.7,78.36598,17.56125
37,78.3686800270003,17.5639500270003,36.7,78.36598,17.56125
37,78.3686800270003,17.5639500270003,36.7,78.36598,17.56125
37,78.3686800270003,17.5639500270003,36.7,78.36598,17.56125
37,78.3686800270003,17.5639500270003,36.7,78.36598,17.56125
37,78.3686800270003,17.5639500270003,36.7,78.36598,17.56125
37.7,78.37533,17.56082,37.7,78.37533,17.56082
37.8,78.3762300090001,17.5617200090001,37.7,78.37533,17.56082
37.8,78.3762300090001,17.5617200090001,37.7,78.37533,17.56082
37.9,78.3771300180002,17.5626200180002,37.7,78.37533,17.56082
37.95,78.3775800225002,17.5630700225002,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38,78.3780300270003,17.5635200270003,37.7,78.37533,17.56082
38.3,78.3782699639996,17.5634699639996,38.7,78.38187,17.56707
38.3,78.3782699639996,17.5634699639996,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.5,78.3800699819998,17.5652699819998,38.7,78.38187,17.56707
38.6,78.3809699909999,17.5661699909999,38.7,78.38187,17.56707
38.7,78.38187,17.56707,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39,78.3845700270003,17.5697700270003,38.7,78.38187,17.56707
39.1,78.3854700360004,17.5706700360004,38.7,78.38187,17.56707
39.1,78.3854700360004,17.5706700360004,38.7,78.38187,17.56707
39.2,78.3863700450005,17.5715700450005,38.7,78.38187,17.56707
39.5,78.3847699819998,17.5730599819998,39.7,78.38657,17.57486
39.5,78.3847699819998,17.5730599819998,39.7,78.38657,17.57486
39.5,78.3847699819998,17.5730599819998,39.7,78.38657,17.57486
39.7,78.38657,17.57486,39.7,78.38657,17.57486
39.8,78.3874700090001,17.5757600090001,39.7,78.38657,17.57486
39.95,78.3888200225002,17.5771100225002,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40,78.3892700270003,17.5775600270003,39.7,78.38657,17.57486
40.3,78.3891899594996,17.5771499594996,40.75,78.39324,17.5812
40.3,78.3891899594996,17.5771499594996,40.75,78.39324,17.5812
40.5,78.3909899774998,17.5789499774998,40.75,78.39324,17.5812
40.8,78.3936900045,17.5816500045,40.75,78.39324,17.5812
40.8,78.3936900045,17.5816500045,40.75,78.39324,17.5812
41,78.3954900225002,17.5834500225002,40.75,78.39324,17.5812
41,78.3954900225002,17.5834500225002,40.75,78.39324,17.5812
41,78.3954900225002,17.5834500225002,40.75,78.39324,17.5812
41,78.3954900225002,17.5834500225002,40.75,78.39324,17.5812
41,78.3954900225002,17.5834500225002,40.75,78.39324,17.5812
41.2,78.3961999819998,17.5837899819998,41.4,78.398,17.58559
41.4,78.398,17.58559,41.4,78.398,17.58559
41.6,78.39967,17.58644,41.6,78.39967,17.58644
41.6,78.39967,17.58644,41.6,78.39967,17.58644
41.6,78.39967,17.58644,41.6,78.39967,17.58644
41.9,78.4023700270003,17.5891400270003,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42,78.4032700360004,17.5900400360004,41.6,78.39967,17.58644
42.1,78.4027199639996,17.5879499639996,42.5,78.40632,17.59155
42.1,78.4027199639996,17.5879499639996,42.5,78.40632,17.59155
42.2,78.4036199729997,17.5888499729997,42.5,78.40632,17.59155
42.3,78.4045199819998,17.5897499819998,42.5,78.40632,17.59155
42.4,78.4054199909999,17.5906499909999,42.5,78.40632,17.59155
42.5,78.40632,17.59155,42.5,78.40632,17.59155
42.5,78.40632,17.59155,42.5,78.40632,17.59155
42.7,78.4077999936999,17.5922799936999,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.77,78.40843,17.59291,42.77,78.40843,17.59291
42.9,78.4090900090001,17.5942100090001,42.8,78.40819,17.59331
42.95,78.4099599909999,17.5932299909999,43.05,78.41086,17.59413
42.95,78.4099599909999,17.5932299909999,43.05,78.41086,17.59413
42.95,78.4099599909999,17.5932299909999,43.05,78.41086,17.59413
43,78.4104099955,17.5936799955,43.05,78.41086,17.59413
43,78.4104099955,17.5936799955,43.05,78.41086,17.59413
43,78.4104099955,17.5936799955,43.05,78.41086,17.59413
43,78.4104099955,17.5936799955,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.05,78.41086,17.59413,43.05,78.41086,17.59413
43.25,78.4122299909999,17.5942599909999,43.35,78.41313,17.59516
43.3,78.4126799955,17.5947099955,43.35,78.41313,17.59516
43.35,78.41313,17.59516,43.35,78.41313,17.59516
43.35,78.41313,17.59516,43.35,78.41313,17.59516
43.35,78.41313,17.59516,43.35,78.41313,17.59516
43.35,78.41313,17.59516,43.35,78.41313,17.59516
43.5,78.4144800135001,17.5965100135001,43.35,78.41313,17.59516
43.9,78.4178499549995,17.5944499549995,44.4,78.42235,17.59895
44,78.4187499639996,17.5953499639996,44.4,78.42235,17.59895
44,78.4187499639996,17.5953499639996,44.4,78.42235,17.59895
44,78.4187499639996,17.5953499639996,44.4,78.42235,17.59895
44.05,78.4191999684997,17.5957999684997,44.4,78.42235,17.59895
44.1,78.4196499729997,17.5962499729997,44.4,78.42235,17.59895
44.4,78.42235,17.59895,44.4,78.42235,17.59895
44.5,78.4231999955,17.5990399955,44.55,78.42365,17.59949
44.6,78.4241000045,17.5999400045,44.55,78.42365,17.59949
45,78.4277000405004,17.6035400405004,44.55,78.42365,17.59949
45.75,78.4339900270003,17.6054900270003,45.45,78.43129,17.60279
46,78.4357099549995,17.6024099549995,46.5,78.44021,17.60691
46,78.4357099549995,17.6024099549995,46.5,78.44021,17.60691
46,78.4357099549995,17.6024099549995,46.5,78.44021,17.60691
46,78.4357099549995,17.6024099549995,46.5,78.44021,17.60691
46.2,78.4375099729997,17.6042099729997,46.5,78.44021,17.60691
46.5,78.44021,17.60691,46.5,78.44021,17.60691
46.5,78.44021,17.60691,46.5,78.44021,17.60691
46.5,78.44021,17.60691,46.5,78.44021,17.60691
46.55,78.4406600045,17.6073600045,46.5,78.44021,17.60691
46.7,78.4420100180002,17.6087100180002,46.5,78.44021,17.60691
47,78.4447100450005,17.6114100450005,46.5,78.44021,17.60691
47,78.4447100450005,17.6114100450005,46.5,78.44021,17.60691
47,78.4447100450005,17.6114100450005,46.5,78.44021,17.60691
47,78.4447100450005,17.6114100450005,46.5,78.44021,17.60691
47,78.4447100450005,17.6114100450005,46.5,78.44021,17.60691
47.2,78.4466499684997,17.6041999684997,47.55,78.4498,17.60735
47.55,78.4498,17.60735,47.55,78.4498,17.60735
47.55,78.4498,17.60735,47.55,78.4498,17.60735
47.55,78.4498,17.60735,47.55,78.4498,17.60735
47.8,78.4520500225002,17.6096000225002,47.55,78.4498,17.60735
47.8,78.4520500225002,17.6096000225002,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48,78.4538500405004,17.6114000405004,47.55,78.4498,17.60735
48.2,78.4557399639996,17.6022499639996,48.6,78.45934,17.60585
48.2,78.4557399639996,17.6022499639996,48.6,78.45934,17.60585
48.3,78.4566399729997,17.6031499729997,48.6,78.45934,17.60585
48.3,78.4566399729997,17.6031499729997,48.6,78.45934,17.60585
48.5,78.4584399909999,17.6049499909999,48.6,78.45934,17.60585
48.5,78.4584399909999,17.6049499909999,48.6,78.45934,17.60585
48.5,78.4584399909999,17.6049499909999,48.6,78.45934,17.60585
48.6,78.45934,17.60585,48.6,78.45934,17.60585
48.9,78.4620400270003,17.6085500270003,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49,78.4629400360004,17.6094500360004,48.6,78.45934,17.60585
49.1,78.4638400450005,17.6103500450005,48.6,78.45934,17.60585
49.1,78.4638400450005,17.6103500450005,48.6,78.45934,17.60585
49.5,78.4665599909999,17.6036599909999,49.6,78.46746,17.60456
49.5,78.4665599909999,17.6036599909999,49.6,78.46746,17.60456
49.6,78.46746,17.60456,49.6,78.46746,17.60456
50,78.4710600360004,17.6081600360004,49.6,78.46746,17.60456
50,78.4710600360004,17.6081600360004,49.6,78.46746,17.60456
50,78.4710600360004,17.6081600360004,49.6,78.46746,17.60456
50,78.4710600360004,17.6081600360004,49.6,78.46746,17.60456
50.1,78.4737699729997,17.6004899729997,50.4,78.47647,17.60319
50.6,78.47525,17.60311,50.6,78.47525,17.60311
50.8,78.4770500180002,17.6049100180002,50.6,78.47525,17.60311
50.95,78.4784000315003,17.6062600315003,50.6,78.47525,17.60311
51,78.4788500360004,17.6067100360004,50.6,78.47525,17.60311
51.1,78.4797500450005,17.6076100450005,50.6,78.47525,17.60311
51.1,78.4797500450005,17.6076100450005,50.6,78.47525,17.60311
51.4,78.4856899684997,17.5966899684997,51.75,78.48884,17.59984
51.4,78.4856899684997,17.5966899684997,51.75,78.48884,17.59984
51.5,78.4865899774998,17.5975899774998,51.75,78.48884,17.59984
51.5,78.4865899774998,17.5975899774998,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.75,78.48884,17.59984,51.75,78.48884,17.59984
51.8,78.4892900045,17.6002900045,51.75,78.48884,17.59984
51.8,78.4892900045,17.6002900045,51.75,78.48884,17.59984
51.8,78.4892900045,17.6002900045,51.75,78.48884,17.59984
51.8,78.4892900045,17.6002900045,51.75,78.48884,17.59984
51.85,78.48992,17.60002,51.85,78.48992,17.60002
51.9,78.4903700045,17.6004700045,51.85,78.48992,17.60002
51.9,78.4903700045,17.6004700045,51.85,78.48992,17.60002
51.9,78.4903700045,17.6004700045,51.85,78.48992,17.60002
51.95,78.4903699982,17.5992799982,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52,78.4908200027,17.5997300027,51.97,78.49055,17.59946
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.05,78.49203,17.59902,52.05,78.49203,17.59902
52.1,78.4924800045,17.5994700045,52.05,78.49203,17.59902
52.2,78.49271,17.59378,52.2,78.49271,17.59378
52.2,78.49271,17.59378,52.2,78.49271,17.59378
52.2,78.49271,17.59378,52.2,78.49271,17.59378
52.5,78.4954100270003,17.5964800270003,52.2,78.49271,17.59378
52.5,78.4954100270003,17.5964800270003,52.2,78.49271,17.59378
52.5,78.4954100270003,17.5964800270003,52.2,78.49271,17.59378
52.5,78.4954100270003,17.5964800270003,52.2,78.49271,17.59378
52.5,78.4954100270003,17.5964800270003,52.2,78.49271,17.59378
52.55,78.4958600315003,17.5969300315003,52.2,78.49271,17.59378
52.6,78.4962099729997,17.5942499729997,52.9,78.49891,17.59695
52.85,78.4984599955,17.5964999955,52.9,78.49891,17.59695
53,78.4998100090001,17.5978500090001,52.9,78.49891,17.59695
53,78.4998100090001,17.5978500090001,52.9,78.49891,17.59695
53.1,78.50687,17.59388,53.1,78.50687,17.59388
53.1,78.50687,17.59388,53.1,78.50687,17.59388
53.1,78.50687,17.59388,53.1,78.50687,17.59388
53.1,78.50687,17.59388,53.1,78.50687,17.59388
53.3,78.5086700180002,17.5956800180002,53.1,78.50687,17.59388
53.5,78.5104700360004,17.5974800360004,53.1,78.50687,17.59388
53.7,78.5059499819998,17.5919599819998,53.9,78.50775,17.59376
53.7,78.5059499819998,17.5919599819998,53.9,78.50775,17.59376
53.8,78.5068499909999,17.5928599909999,53.9,78.50775,17.59376
53.85,78.5072999955,17.5933099955,53.9,78.50775,17.59376
53.9,78.50775,17.59376,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54,78.5086500090001,17.5946600090001,53.9,78.50775,17.59376
54.1,78.5095500180002,17.5955600180002,53.9,78.50775,17.59376
54.2,78.5104500270003,17.5964600270003,53.9,78.50775,17.59376
54.5,78.5133799639996,17.5888399639996,54.9,78.51698,17.59244
54.5,78.5133799639996,17.5888399639996,54.9,78.51698,17.59244
54.8,78.5160799909999,17.5915399909999,54.9,78.51698,17.59244
54.9,78.51698,17.59244,54.9,78.51698,17.59244
55,78.5178800090001,17.5933400090001,54.9,78.51698,17.59244
55,78.5178800090001,17.5933400090001,54.9,78.51698,17.59244
55,78.5178800090001,17.5933400090001,54.9,78.51698,17.59244
55,78.5178800090001,17.5933400090001,54.9,78.51698,17.59244
55.1,78.5187800180002,17.5942400180002,54.9,78.51698,17.59244
55.15,78.5192300225002,17.5946900225002,54.9,78.51698,17.59244
55.3,78.5205800360004,17.5960400360004,54.9,78.51698,17.59244
55.5,78.5226699639996,17.5874999639996,55.9,78.52627,17.5911
55.5,78.5226699639996,17.5874999639996,55.9,78.52627,17.5911
