Accident_Chainage,Equipment_Chainage,Equip_LATITUDE,Equip_LONGITUDE,Location
24.85,24.85,78.25734,17.54557,Patancheru_24.850_inner
24.9,24.85,78.25734,17.54557,Patancheru_24.900 Inner
24.98,24.85,78.25734,17.54557,Patancheru_24.980 Outer
25,24.85,78.25734,17.54557,Patancheru
25,24.85,78.25734,17.54557,Patancheru_25.000_INNER
25.3,24.85,78.25734,17.54557,Patancheru_25.300 _outer
25.3,24.85,78.25734,17.54557,Patancheru_25.300_Outer
25.4,25.85,78.2666,17.5474,Patancheru_25.400_Outer
25.5,25.85,78.2666,17.5474,Patancheru_25.500_Outer
25.6,25.85,78.2666,17.5474,Patancheru_25.600 Inner
25.7,25.85,78.2666,17.5474,Patancheru_25.700_Outer
25.75,25.85,78.2666,17.5474,Patancheru_25.750 Outer
25.85,25.85,78.2666,17.5474,Patancheru_25.850_INNER
25.85,25.85,78.2666,17.5474,Patancheru_25.850 Inner
25.95,25.85,78.2666,17.5474,Patancheru_25.950 Inner
26,25.85,78.2666,17.5474,Patancheru_26.000 _outer
26,25.85,78.2666,17.5474,Patancheru_26.000_Outer
26.1,25.85,78.2666,17.5474,Patancheru_26.100 Inner
26.5,26.76,78.27492,17.54945,Patancheru_26.500 _outer
26.5,26.76,78.27492,17.54945,Patancheru_26.500_Outer
26.5,26.76,78.27492,17.54945,Patancheru_26.500_Inner
26.5,26.76,78.27492,17.54945,Sultanpur_26.500 Outer
26.5,26.76,78.27492,17.54945,Patancheru_26.500 Outer
26.76,26.76,78.27492,17.54945,Patancheru
26.8,26.76,78.27492,17.54945,Patancheru_26.800_OUTER
26.85,26.76,78.27492,17.54945,Patancheru_26.850_Outer
26.9,26.76,78.27492,17.54945,Patancheru_26.900 Outer
27,26.76,78.27492,17.54945,Patancheru
27,26.76,78.27492,17.54945,Patancheru_27.000 _outer
27,26.76,78.27492,17.54945,Patancheru_27.000_inner
27,26.76,78.27492,17.54945,Patancheru_27 - 28 _outer
27,26.76,78.27492,17.54945,Patancheru_27.000_Outer
27,26.76,78.27492,17.54945,Patancheru_27.000_Inner
27.1,26.76,78.27492,17.54945,Patancheru_27.100 Inner
27.1,26.76,78.27492,17.54945,Patancheru_27.100 Inner
27.2,26.76,78.27492,17.54945,Patancheru_27.200 Inner
27.2,26.76,78.27492,17.54945,Sulthanpur_27.200 Outer
27.3,27.65,78.28308,17.55083,Sulthanpur_27.300 Outer
27.4,27.65,78.28308,17.55083,Patancheru_27.400 _outer
27.4,27.65,78.28308,17.55083,Patancheru_27.400 Inner
27.5,27.65,78.28308,17.55083,Sulthanpur
27.6,27.65,78.28308,17.55083,Patancheru_27.600_inner
27.6,27.65,78.28308,17.55083,Patancheru_27.600 Inner
27.65,27.65,78.28308,17.55083,Patancheru_27.650_inner
27.65,27.65,78.28308,17.55083,Patancheru_27.650 _outer
27.65,27.65,78.28308,17.55083,Patancheru_27.650_inner
27.95,27.65,78.28308,17.55083,Patancheru_27.950 Outer
28,27.65,78.28308,17.55083,Sulthanpur_28.000 Inner
28.3,28.55,78.29167,17.55172,Patancheru_28.300_Outer
28.5,28.55,78.29167,17.55172,Patancheru_28.500_Outer
28.5,28.55,78.29167,17.55172,Patancheru_28.500_Inner
28.55,28.55,78.29167,17.55172,Sulthanpur_28.550_inner
28.55,28.55,78.29167,17.55172,Patancheru_28.550 _outer
29,29.1,78.29676,17.5526,SUlthanpur
29,29.1,78.29676,17.5526,Patancheru_29.000_OUTER
29.1,29.1,78.29676,17.5526,Patancheru_29.100_inner
29.6,29.42,78.29988,17.55294,Sulthanpur_29.600_Inner
30,30.3,78.30699,17.55674,Sulthanpur_30.000_inner_Serviceroad
30,30.3,78.30699,17.55674,Sulthanpur_30.000_Outer
30,30.3,78.30699,17.55674,Sulthanpur_30.000_inner
30,30.3,78.30699,17.55674,Sulthanpur_30.000_Inner
30.2,30.3,78.30699,17.55674,Sulthanpur_30.200 _outer
30.2,30.3,78.30699,17.55674,Sulthanpur_30.200_Inner
30.3,30.3,78.30699,17.55674,Sulthanpur_30.300_inner
30.3,30.3,78.30699,17.55674,Sulthanpur_30.300_inner
30.3,30.3,78.30699,17.55674,Sulthanpur_30.300_Inner
30.5,30.63,78.3094,17.55844,Sulthanpur_30.500_INNER
30.5,30.63,78.3094,17.55844,Sulthanpur_30.500 _outer
30.5,30.63,78.3094,17.55844,Sulthanpur_30.500 Inner
30.55,30.63,78.3094,17.55844,Sulthanpur_30.550 Outer
30.65,30.63,78.3094,17.55844,Sulthanpur_30.650 Inner
30.7,30.7,78.31014,17.55811,Sulthanpur
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700_inner
30.7,30.7,78.31014,17.55811,Sulthanpur_Exit-04_innerer
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700_Outer
30.7,30.7,78.31014,17.55811,Sulthanpur_Exit-4_inner
30.7,30.7,78.31014,17.55811,Sulthanpur_Exit-04_inner
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700_INNER
30.7,30.7,78.31014,17.55811,Sulthanpur_Exit - 04_INNER
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700_INNER
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700_Outer
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700 Inner
30.7,30.7,78.31014,17.55811,Sulthanpur_30.700 Inner
31,30.79,78.31117,17.55823,Sulthanpur_31 - 32_ _outer
31,30.79,78.31117,17.55823,Sulthanpur_31.000_inner
31,30.79,78.31117,17.55823,Sulthanpur
31,30.79,78.31117,17.55823,Sulthanpur_31.000_Trauma
31,30.79,78.31117,17.55823,Sulthanpur_31.000_Trauma
31,30.79,78.31117,17.55823,Sulthanpur_31.000 _outer
31,30.79,78.31117,17.55823,Sulthanpur_Exit 04_inner
31,30.79,78.31117,17.55823,Sulthanpur_31.000_Trauma
31,30.79,78.31117,17.55823,Sulthanpur_31.000_OUTER
31,30.79,78.31117,17.55823,Sulthanpur_31.000 Trauma
31,30.79,78.31117,17.55823,Sulthanpur_31.000 Inner
31,30.79,78.31117,17.55823,Sultanpur_31.000 _Inner
31,30.79,78.31117,17.55823,Sulthanpur_31.000_Trauma
31,30.79,78.31117,17.55823,Sulthanpur_31.000_Trauma
31.1,31.32,78.31596,17.55785,Sulthanpur_Trauma Center
31.1,31.32,78.31596,17.55785,Sulthanpur_31.100_Outer
31.32,31.32,78.31596,17.55785,Sulthanpur_31.320 _outer
31.32,31.32,78.31596,17.55785,Sulthanpur_31.320_inner
31.32,31.32,78.31596,17.55785,Sulthanpur_Exit-04_Outer
31.32,31.32,78.31596,17.55785,Sulthanpur_31.320_inner
31.32,31.32,78.31596,17.55785,Sulthanpur_31.320_inner
31.32,31.32,78.31596,17.55785,Sulthanpur_31.320_inner
31.32,31.32,78.31596,17.55785,Sulthanpur_Exit - 04_OUTER
31.32,31.32,78.31596,17.55785,Sulthanpur - Saregudam_Exit-4 - 5 Outer
31.5,31.375,78.31649,17.5573,Sulthanpur_31.500_Outer
31.8,31.7,78.31971,17.5569,Sulthanpur_31.800_inner
31.9,31.7,78.31971,17.5569,Sulthanpur_31.900 Outer
32,31.7,78.31971,17.5569,Sulthanpur
32,31.7,78.31971,17.5569,Sulthanpur
32,31.7,78.31971,17.5569,Sulthanpur_32.000_inner
32,31.7,78.31971,17.5569,Sulthanpur_32.000 Outer
32.1,31.7,78.31971,17.5569,Sulthanpur_32.100 
32.1,31.7,78.31971,17.5569,Sulthanpur_32.100_Outer
32.15,31.7,78.31971,17.5569,Sulthanpur_32.150 Inner
32.3,32.7,78.32853,17.55975,Sulthanpur_32.300_Outer
32.5,32.7,78.32853,17.55975,Sulthanpur
32.7,32.7,78.32853,17.55975,Sulthanpur_32.700_inner
32.7,32.7,78.32853,17.55975,Sulthanpur_32.700_INNER
32.75,32.75,78.32985,17.56027,Sultanpur_32.750_Outer
33,32.75,78.32985,17.56027,Sulthanpur
33,32.75,78.32985,17.56027,Sulthanpur
33,32.75,78.32985,17.56027,Sulthanpur_33.000 _outer
33,32.75,78.32985,17.56027,Sulthanpur_33.000_Outer
33.06,32.75,78.32985,17.56027,Mallampet_33.060 Outer
33.3,33.7,78.3377,17.56161,Sulthanpur_33.300_Outer
33.5,33.7,78.3377,17.56161,Sulthanpur_33.500_inner
33.5,33.7,78.3377,17.56161,Sultanpur_33.500 Inner
34,33.7,78.3377,17.56161,Sulthanpur_34.000_OUTER
34,33.7,78.3377,17.56161,Sulthanpur_34.000 _outer
34,33.7,78.3377,17.56161,Sulthanpur_34.000_inner
34,33.7,78.3377,17.56161,Sulthanpur_34.000_inner
34.5,34.7,78.34691,17.56171,Sulthanpur
34.5,34.7,78.34691,17.56171,Sulthanpur_34.500_Outer
34.6,34.7,78.34691,17.56171,Sulthanpur_34.600_Outer 
34.7,34.7,78.34691,17.56171,Sulthanpur
34.7,34.7,78.34691,17.56171,Sulthanpur_34.700 _outer
34.7,34.7,78.34691,17.56171,Saregudem_34.700 Outer
34.8,34.7,78.34691,17.56171,Sulthanpur_34.800_inner
35,34.7,78.34691,17.56171,Sulthanpur
35,34.7,78.34691,17.56171,Sulthanpur_35.000_inner
35,34.7,78.34691,17.56171,Sulthanpur_35.000 _outer
35,34.7,78.34691,17.56171,Sulthanpur_35.000 _outer
35,34.7,78.34691,17.56171,Sulthanpur_35.000 _outer
35,34.7,78.34691,17.56171,Sulthanpur_35.000_Outer
35,34.7,78.34691,17.56171,Sulthanpur_35.000_INNER
35.2,34.7,78.34691,17.56171,Sulthanpur
35.2,34.7,78.34691,17.56171,Sultanpur_35.200_inner
35.2,34.7,78.34691,17.56171,Sulthanpur_35.200_Outer
35.3,35.7,78.35654,17.56169,Sulthanpur_35.300 Outer
35.4,35.7,78.35654,17.56169,Sulthanpur_35.400_Outer
35.6,35.7,78.35654,17.56169,Mallampet_35.600 Inner
36,35.7,78.35654,17.56169,Sulthanpur_36.000_OUTER
36,35.7,78.35654,17.56169,Sulthanpur_36.000_Outer
36,35.7,78.35654,17.56169,Sulthanpur_36.000_inner
36.25,36.7,78.36598,17.56125,Sulthanpur_36.250_Inner
36.4,36.7,78.36598,17.56125,Sultanpur_36.400_Inner
36.5,36.7,78.36598,17.56125,Saregudem_Near Mallampet
36.5,36.7,78.36598,17.56125,Sulthanpur_36.500_inner
36.5,36.7,78.36598,17.56125,Mallampet_Service Road
36.65,36.7,78.36598,17.56125,Mallampet_36.650_Outer
36.7,36.7,78.36598,17.56125,Sulthanpur_36.700_Outer
36.7,36.7,78.36598,17.56125,Sulthanpur_36.700_Outer
36.7,36.7,78.36598,17.56125,Sulthanpur_36.700 Outer
36.85,36.7,78.36598,17.56125,Mallampet_36.850_Outer
37,36.7,78.36598,17.56125,Sulthanpur_37 - 36_inner
37,36.7,78.36598,17.56125,Sulthanpur_37.000 _outer
37,36.7,78.36598,17.56125,Sulthanpur_37.000_inner
37,36.7,78.36598,17.56125,Mllampet_Service Road 37.000_Inner
37,36.7,78.36598,17.56125,Mallampet_37.000 Outer
37.7,37.7,78.37533,17.56082,Sulthanpur
37.8,37.7,78.37533,17.56082,Sulthanpur_37.800_Inner &_Outer
37.8,37.7,78.37533,17.56082,Mallampeta_37.800_Inner
37.9,37.7,78.37533,17.56082,Mallampet_37.900 Outer
37.95,37.7,78.37533,17.56082,Mallampet_37.950_Inner
38,37.7,78.37533,17.56082,SUlthanpur
38,37.7,78.37533,17.56082,Sulthanpur_38.000 _outer
38,37.7,78.37533,17.56082,Sulthanpur_38.000 _outer
38,37.7,78.37533,17.56082,Sulthanpur_38.000 _outer
38,37.7,78.37533,17.56082,Sulthanpur_38.000_Inner
38,37.7,78.37533,17.56082,Sultanpur_38.000_Inner
38,37.7,78.37533,17.56082,Sultanpur_38.000_Outer
38.3,38.7,78.38187,17.56707,Sulthanpur_38.300 _outer
38.3,38.7,78.38187,17.56707,Sultanpur_38.300_Outer
38.5,38.7,78.38187,17.56707,Sulthanpur_38-39 _outer
38.5,38.7,78.38187,17.56707,Sulthanpur_38-39 _outer
38.5,38.7,78.38187,17.56707,Sulthanpur_38.500 _outer
38.5,38.7,78.38187,17.56707,Sulthanpur_38.500_inner
38.5,38.7,78.38187,17.56707,Sulthanpur_38 - 39_OUTER
38.5,38.7,78.38187,17.56707,Sulthanpur_38.500
38.5,38.7,78.38187,17.56707,Sulthanpur_38.500_Inner
38.6,38.7,78.38187,17.56707,Sulthanpur_38.600_Outer
38.7,38.7,78.38187,17.56707,Sulthanpur_38.700_Outer
39,38.7,78.38187,17.56707,Sulthanpur
39,38.7,78.38187,17.56707,Sulthanpur
39,38.7,78.38187,17.56707,Sulthanpur
39,38.7,78.38187,17.56707,Sulthanpur_39.000 _outer
39,38.7,78.38187,17.56707,Sulthanpur_39.000_inner
39,38.7,78.38187,17.56707,Sulthanpur_39.000_Outer
39,38.7,78.38187,17.56707,Sulthanpur_39.000_Outer
39,38.7,78.38187,17.56707,Saregudam_39.000_Inner
39.1,38.7,78.38187,17.56707,Saregudem_39.100_inner
39.1,38.7,78.38187,17.56707,Sulthanpur_39.100_Inner
39.2,38.7,78.38187,17.56707,Saregudam_39.200_Inner
39.5,39.7,78.38657,17.57486,Saregudem_39.500 _outer
39.5,39.7,78.38657,17.57486,Sulthanpur_39.500 _outer
39.5,39.7,78.38657,17.57486,Sulthanpur_39.500 Inner
39.7,39.7,78.38657,17.57486,Sulthanpur_39.700 _outer
39.8,39.7,78.38657,17.57486,Sulthanpur_39.800_Inner
39.95,39.7,78.38657,17.57486,Saregudam_39.950_Outer
40,39.7,78.38657,17.57486,Sulthanpur_40.000_inner
40,39.7,78.38657,17.57486,Sulthanpur_40 - 39_inner
40,39.7,78.38657,17.57486,Sulthanpur_40.000 _outer
40,39.7,78.38657,17.57486,Sulthanpur_40.000_Outer
40,39.7,78.38657,17.57486,Saregudem_40.000_inner
40,39.7,78.38657,17.57486,Saregudam_40.000 Inner
40.3,40.75,78.39324,17.5812,Saregudam_40.300 Outer
40.3,40.75,78.39324,17.5812,Saragudem_40.300 Outer
40.5,40.75,78.39324,17.5812,Sulthanpur_40.500_inner
40.8,40.75,78.39324,17.5812,Saregudem_40.800_inner
40.8,40.75,78.39324,17.5812,Saregudam_40.800_Inner
41,40.75,78.39324,17.5812,Saregudam
41,40.75,78.39324,17.5812,Saregudem_41.000 _outer
41,40.75,78.39324,17.5812,Saregudem_41.000_inner
41,40.75,78.39324,17.5812,Saregudem_41.000 _outer
41,40.75,78.39324,17.5812,Saregudem_41.000_Outer
41.2,41.4,78.398,17.58559,Saregudem_41.200 _outer
41.4,41.4,78.398,17.58559,Saregudam_41.400 Inner
41.6,41.6,78.39967,17.58644,Saregudem_41.600 _outer
41.6,41.6,78.39967,17.58644,Keesara_41.600_inner
41.6,41.6,78.39967,17.58644,Saregudam_41.600_Outer
41.9,41.6,78.39967,17.58644,Saregudam_41.900 Inner
42,41.6,78.39967,17.58644,Saregudam
42,41.6,78.39967,17.58644,Saregudam
42,41.6,78.39967,17.58644,Saregudem_42.000_inner
42,41.6,78.39967,17.58644,Saregudem_42_inner
42,41.6,78.39967,17.58644,Saregudem_42.000 _outer
42,41.6,78.39967,17.58644,Saregudem_42.000 _outer
42,41.6,78.39967,17.58644,Saregudem_42.000_inner
42,41.6,78.39967,17.58644,Saregudem_Service road
42,41.6,78.39967,17.58644,Sulthanpur_42.000 _outer
42,41.6,78.39967,17.58644,Saregudem_42.000_Outer
42.1,42.5,78.40632,17.59155,Saregudam_42.100 Inner
42.1,42.5,78.40632,17.59155,Saregudam_42.100 Outer 
42.2,42.5,78.40632,17.59155,Saregudam_42.200_inner
42.3,42.5,78.40632,17.59155,Saregudem_42.300_inner
42.4,42.5,78.40632,17.59155,Saregudem_42.400_inner
42.5,42.5,78.40632,17.59155,Saregudam
42.5,42.5,78.40632,17.59155,Sareguedam_42.500_inner
42.7,42.77,78.40843,17.59291,Saregudam_42.700 Toll Plaza
42.77,42.77,78.40843,17.59291,Saregudem_Exit 5 Ramp
42.77,42.77,78.40843,17.59291,Saregudem_42.770_inner
42.77,42.77,78.40843,17.59291,Saregudem_Exit-05_inner
42.77,42.77,78.40843,17.59291,Saregudem_Exit-05_inner
42.77,42.77,78.40843,17.59291,Saregudem_Exit-05_inner
42.77,42.77,78.40843,17.59291,Saregudam_Exit - 05_INNER
42.77,42.77,78.40843,17.59291,Saregudem_Exit - 05_INNER
42.77,42.77,78.40843,17.59291,Saredudam_Exit - 05_INNER
42.77,42.77,78.40843,17.59291,Saregudam_Exit -05 Inner
42.77,42.77,78.40843,17.59291,Saregudem_Exit - 05 Inner
42.9,42.8,78.40819,17.59331,Saregudem_42.900_inner
42.95,43.05,78.41086,17.59413,Saregudam_42.950_Outer
42.95,43.05,78.41086,17.59413,Saregudam_42.950 Inner
42.95,43.05,78.41086,17.59413,Saregudam_42.950 Inner
43,43.05,78.41086,17.59413,Saregudem_43.000_inner
43,43.05,78.41086,17.59413,Saregudem_43.000_inner
43,43.05,78.41086,17.59413,Saregudam_43.000 Outer
43,43.05,78.41086,17.59413,Saregudam_43.000 Inner
43.05,43.05,78.41086,17.59413,Saregudem_43.050 _outer
43.05,43.05,78.41086,17.59413,Saregudem_43.050 Toll
43.05,43.05,78.41086,17.59413,Saregudem_43.050_OUTER
43.05,43.05,78.41086,17.59413,Saregudem_43.050 _outer
43.05,43.05,78.41086,17.59413,Saregudam_43.050_Outer
43.05,43.05,78.41086,17.59413,Saregudam_Exit-5
43.05,43.05,78.41086,17.59413,Saregudem_43.050_inner
43.05,43.05,78.41086,17.59413,Saregudem_43.050_inner
43.05,43.05,78.41086,17.59413,Saregudem_Service Road
43.05,43.05,78.41086,17.59413,Saregudem_Service Road
43.05,43.05,78.41086,17.59413,Saregudem_Exit-05_Outer
43.05,43.05,78.41086,17.59413,Saregudam_Exit - 05_OUTER
43.05,43.05,78.41086,17.59413,Sultanput_Exit -  05 Outer
43.05,43.05,78.41086,17.59413,Saregudem_43.050 Outer
43.05,43.05,78.41086,17.59413,Saregudam_EXIT - 05 Outer
43.05,43.05,78.41086,17.59413,Saregudam_43.050_Inner
43.05,43.05,78.41086,17.59413,Saregudam_43.050_Outer
43.05,43.05,78.41086,17.59413,Saredudam_43.050 Inner
43.05,43.05,78.41086,17.59413,Saregudam_43.050 Outer
43.25,43.35,78.41313,17.59516,Saregudam_43.250 Inner
43.3,43.35,78.41313,17.59516,Saregudam_43.300_Outer
43.35,43.35,78.41313,17.59516,Saregudem_43.350_inner
43.35,43.35,78.41313,17.59516,Saregudem_43.350 _outer
43.35,43.35,78.41313,17.59516,Saregudem_43.350_inner
43.35,43.35,78.41313,17.59516,Saregudem_43.350 Inner
43.5,43.35,78.41313,17.59516,Saregudam_43.500 _outer
43.9,44.4,78.42235,17.59895,Saregudam_43.900 Inner
44,44.4,78.42235,17.59895,Saregudem_44.000_inner
44,44.4,78.42235,17.59895,Saregudem_44.000_inner
44,44.4,78.42235,17.59895,Saregudam_44.000 Outer
44.05,44.4,78.42235,17.59895,Saregudam_44.050 Inner
44.1,44.4,78.42235,17.59895,Saregudam_44.100_Inner
44.4,44.4,78.42235,17.59895,Saregudem_44.400 _outer
44.5,44.55,78.42365,17.59949,Saregudem_44.500_INNER
44.6,44.55,78.42365,17.59949,Saregudam_44.600_Inner
45,44.55,78.42365,17.59949,Saregudam_45.000_Inner
45.75,45.45,78.43129,17.60279,Saregudam_45.750 Inner
46,46.5,78.44021,17.60691,Saregudem_46.000_inner
46,46.5,78.44021,17.60691,Saregudem_46.000_inner
46,46.5,78.44021,17.60691,Saregudem_46.000_inner
46,46.5,78.44021,17.60691,Saregudam_46.000_Inner
46.2,46.5,78.44021,17.60691,Saregudam_46.200_Inner
46.5,46.5,78.44021,17.60691,Saregudem_46.500_inner
46.5,46.5,78.44021,17.60691,Saregudem_46.500_Outer
46.5,46.5,78.44021,17.60691,Saregudam_46.500 Outer
46.55,46.5,78.44021,17.60691,Saregudam_46.550_Outer
46.7,46.5,78.44021,17.60691,Saregudem_46.700 _outer
47,46.5,78.44021,17.60691,Saregudam
47,46.5,78.44021,17.60691,Saregudam
47,46.5,78.44021,17.60691,Saregudem_47.000_OUTER
47,46.5,78.44021,17.60691,Saregudam_47.000_OUTER
47,46.5,78.44021,17.60691,Saregudam_47.000 Outer
47.2,47.55,78.4498,17.60735,Saregudam_47.200_Inner
47.55,47.55,78.4498,17.60735,Saregudem_47.550_Outer
47.55,47.55,78.4498,17.60735,Saregudam_47.550 _Inner
47.55,47.55,78.4498,17.60735,Saregudam_47.550 Inner
47.8,47.55,78.4498,17.60735,Saregudem_47.800_inner
47.8,47.55,78.4498,17.60735,Saregudam_47.800_Outer
48,47.55,78.4498,17.60735,Saregudem_48.000 _outer
48,47.55,78.4498,17.60735,Saregudem_48.000 _outer
48,47.55,78.4498,17.60735,Saregudam_Outer
48,47.55,78.4498,17.60735,Saregudem_48.000_inner
48,47.55,78.4498,17.60735,Saregudam_48.000_OUTER
48,47.55,78.4498,17.60735,Saregudam_48.000 Outer
48.2,48.6,78.45934,17.60585,Saregudem_48.200_inner
48.2,48.6,78.45934,17.60585,Saregudam_48.200 Outer
48.3,48.6,78.45934,17.60585,Medchal_48.300 Inner
48.3,48.6,78.45934,17.60585,Saregudam_48.300 Inner
48.5,48.6,78.45934,17.60585,Saregudam
48.5,48.6,78.45934,17.60585,Saregudem_48.500_Outer
48.5,48.6,78.45934,17.60585,Saregudem_48.500_inner
48.6,48.6,78.45934,17.60585,Saregudem_48.600_INNER
48.9,48.6,78.45934,17.60585,Saregudem_48.900 _outer
49,48.6,78.45934,17.60585,Saregudam
49,48.6,78.45934,17.60585,Saregudem_49.000_inner
49,48.6,78.45934,17.60585,Saregudem_49.000 _outer
49,48.6,78.45934,17.60585,Saregudem_49.000 _outer
49,48.6,78.45934,17.60585,Saregudem_49.000_Outer
49,48.6,78.45934,17.60585,Saregudem_49.000_Outer
49.1,48.6,78.45934,17.60585,Saregudam_49.100_Outer
49.1,48.6,78.45934,17.60585,Medchal_49.100 Outer
49.5,49.6,78.46746,17.60456,Saregudam_49.500_Outer
49.5,49.6,78.46746,17.60456,Saragudem_49.500 Outer
49.6,49.6,78.46746,17.60456,Saregudam_49.600_inner
50,49.6,78.46746,17.60456,Medchal_50.000_inner
50,49.6,78.46746,17.60456,Saregudam_50.000_Outer
50,49.6,78.46746,17.60456,Medchal_50.000_Outer
50,49.6,78.46746,17.60456,Medchal_50.000 Inner
50.1,50.4,78.47647,17.60319,Medchal_50.100_inner
50.6,50.6,78.47525,17.60311,Medchal_50.600 Outer
50.8,50.6,78.47525,17.60311,Medchal_50.800_inner
50.95,50.6,78.47525,17.60311,Medchal_50.950_inner
51,50.6,78.47525,17.60311,Medchal_51.000 _outer
51.1,50.6,78.47525,17.60311,Medchal_51.100 Inner
51.1,50.6,78.47525,17.60311,Medchal_51.100 Inner
51.4,51.75,78.48884,17.59984,Medchal_51.400 _outer
51.4,51.75,78.48884,17.59984,Medchal_51.400 _outer
51.5,51.75,78.48884,17.59984,Medchal_51.500
51.5,51.75,78.48884,17.59984,Medchal_51.500 Inner
51.75,51.75,78.48884,17.59984,Medachal
51.75,51.75,78.48884,17.59984,Medchal_51.750_inner
51.75,51.75,78.48884,17.59984,Medchal_51.750_inner
51.75,51.75,78.48884,17.59984,Medchal_51.750_inner
51.75,51.75,78.48884,17.59984,Medchal_51.750_inner
51.75,51.75,78.48884,17.59984,Medchal_Exit-06_inner
51.75,51.75,78.48884,17.59984,Medchal_51.750_inner
51.75,51.75,78.48884,17.59984,Medchal_Exit - 06 Inner
51.8,51.75,78.48884,17.59984,Medchal_51.800_inner
51.8,51.75,78.48884,17.59984,Medchal_51.800_inner
51.8,51.75,78.48884,17.59984,Medchal_51.800 _outer
51.8,51.75,78.48884,17.59984,Medchal_51.800_Outer
51.85,51.85,78.48992,17.60002,Medchal_51.850_Outer
51.9,51.85,78.48992,17.60002,Medchal_51.900_inner
51.9,51.85,78.48992,17.60002,Medchal_51.900_OUTER
51.9,51.85,78.48992,17.60002,Medchal_51.900 Outer
51.95,51.97,78.49055,17.59946,Medchal_Exit-06_Outer
52,51.97,78.49055,17.59946,Medachal
52,51.97,78.49055,17.59946,Medachal
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_Outer
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_inner
52,51.97,78.49055,17.59946,Medchal_52.000_Inner
52,51.97,78.49055,17.59946,Medchal_52.000_Inner
52,51.97,78.49055,17.59946,Medchal_52.000_Inner Up Ramp
52,51.97,78.49055,17.59946,Medchal_52.000_Inner
52,51.97,78.49055,17.59946,Medchal_52.000 Inner Entry
52,51.97,78.49055,17.59946,Medchal_52.000 Inner
52,51.97,78.49055,17.59946,Medchal_52.000 Inner
52.05,52.05,78.49203,17.59902,Medchal_52.050 _outer
52.05,52.05,78.49203,17.59902,Medchal_52.050 _outer
52.05,52.05,78.49203,17.59902,Medchal_52.050 _outer
52.05,52.05,78.49203,17.59902,Medchal_52.050_inner
52.05,52.05,78.49203,17.59902,Medchal_Exit-06_Outer
52.05,52.05,78.49203,17.59902,Medchal_Exit - 06_OUTER
52.05,52.05,78.49203,17.59902,Medchal_52.050_Outer
52.05,52.05,78.49203,17.59902,Medchal_52.050 Outer
52.05,52.05,78.49203,17.59902,Medchal_52.050 Inner
52.1,52.05,78.49203,17.59902,Medchal_52.100 Inner
52.2,52.2,78.49271,17.59378,Medchal_INNER
52.2,52.2,78.49271,17.59378,Medchal_52.200_OUTER
52.2,52.2,78.49271,17.59378,Medchal_52.200
52.5,52.2,78.49271,17.59378,Medachal
52.5,52.2,78.49271,17.59378,Medachal
52.5,52.2,78.49271,17.59378,Medachal
52.5,52.2,78.49271,17.59378,Medchal_52.500_INNER 
52.5,52.2,78.49271,17.59378,Medchal_52.500_INNER
52.55,52.2,78.49271,17.59378,Medchal_52.550_Inner
52.6,52.9,78.49891,17.59695,Medchal_52.600_Inner
52.85,52.9,78.49891,17.59695,Medchal_52.850_Outer
53,52.9,78.49891,17.59695,Medachal
53,52.9,78.49891,17.59695,Medchal_53.000 _outer
53.1,53.1,78.50687,17.59388,Medchal_53.100_inner
53.1,53.1,78.50687,17.59388,Medchal_53.100_inner
53.1,53.1,78.50687,17.59388,Medchal_53.100_Outer
53.1,53.1,78.50687,17.59388,Medchal_53.100 Inner
53.3,53.1,78.50687,17.59388,Medchal_53.300 Inner
53.5,53.1,78.50687,17.59388,MEDICHAL RHS 53
53.7,53.9,78.50775,17.59376,Medchal_53.700 Outer
53.7,53.9,78.50775,17.59376,Medchal_53.700 Outer
53.8,53.9,78.50775,17.59376,Medchal_53.800_inner
53.85,53.9,78.50775,17.59376,Medchal_53.850_Inner
53.9,53.9,78.50775,17.59376,Medchal_53.900 Outer
54,53.9,78.50775,17.59376,Medchal_54.000_inner
54,53.9,78.50775,17.59376,Medchal_54.000_inner
54,53.9,78.50775,17.59376,Medchal_54.000 _outer
54,53.9,78.50775,17.59376,Medchal_54.000_Inner
54,53.9,78.50775,17.59376,Medchal_54.000 Outer
54,53.9,78.50775,17.59376,Medchal_54.000 Outer
54.1,53.9,78.50775,17.59376,Medchal_54.100_OUTER
54.2,53.9,78.50775,17.59376,Medchal_54.200 Outer
54.5,54.9,78.51698,17.59244,Medchal_54.500_Inner
54.5,54.9,78.51698,17.59244,Medhcal_54.500 Outer
54.8,54.9,78.51698,17.59244,Medchal_54.800_Outer
